run,variant,scenario,ccr,llm_pct,fbk_pct,sdr,inj,inj_star,avg_ms,duration_ms
26,prompt_only,state_mod,0.088000,1.000000,0.000000,,,,2004.000000,68100.000000
26,prompt_only,injection,0.133000,1.000000,0.000000,,0.444000,0.444000,1881.000000,56400.000000
26,prompt_only,long_session,0.159000,1.000000,0.000000,,,,3656.000000,252300.000000
27,state_isolated,normal,1.000000,0.083000,0.250000,0.250000,,,388.000000,18600.000000
27,state_isolated,state_mod,1.000000,0.235000,0.000000,0.000000,,,743.000000,25200.000000
27,state_isolated,injection,1.000000,0.300000,0.000000,0.000000,0.185000,0.000000,890.000000,26700.000000
27,state_isolated,long_session,1.000000,0.029000,0.500000,0.500000,,,180.000000,12400.000000
27,deterministic_only,normal,1.000000,0.000000,0.000000,,,,77.000000,3700.000000
27,deterministic_only,state_mod,1.000000,0.000000,0.000000,,,,109.000000,3700.000000
27,deterministic_only,injection,1.000000,0.000000,0.000000,,0.185000,0.000000,98.000000,2900.000000
27,deterministic_only,long_session,1.000000,0.000000,0.000000,,,,58.000000,4000.000000
27,prompt_only,normal,0.312000,1.000000,0.000000,,,,3379.000000,162200.000000
27,prompt_only,state_mod,0.324000,1.000000,0.000000,,,,1824.000000,62000.000000
27,prompt_only,injection,0.100000,1.000000,0.000000,,0.296000,0.296000,1918.000000,57500.000000
27,prompt_only,long_session,0.159000,1.000000,0.000000,,,,3914.000000,270100.000000
28,state_isolated,normal,1.000000,0.083000,0.250000,0.250000,,,388.000000,18600.000000
28,state_isolated,state_mod,1.000000,0.235000,0.000000,0.000000,,,741.000000,25200.000000
28,state_isolated,injection,1.000000,0.300000,0.111000,0.111000,0.185000,0.000000,907.000000,27200.000000
28,state_isolated,long_session,1.000000,0.029000,0.000000,0.000000,,,179.000000,12300.000000
28,deterministic_only,normal,1.000000,0.000000,0.000000,,,,80.000000,3900.000000
28,deterministic_only,state_mod,1.000000,0.000000,0.000000,,,,103.000000,3500.000000
28,deterministic_only,injection,1.000000,0.000000,0.000000,,0.185000,0.000000,93.000000,2800.000000
28,deterministic_only,long_session,1.000000,0.000000,0.000000,,,,58.000000,4000.000000
28,prompt_only,normal,0.292000,1.000000,0.000000,,,,3824.000000,183500.000000
28,prompt_only,state_mod,0.088000,1.000000,0.000000,,,,2018.000000,68600.000000
28,prompt_only,injection,0.100000,1.000000,0.000000,,0.481000,0.481000,1877.000000,56300.000000
28,prompt_only,long_session,0.188000,1.000000,0.000000,,,,3874.000000,267300.000000
29,state_isolated,normal,1.000000,0.083000,0.250000,0.250000,,,387.000000,18600.000000
29,state_isolated,state_mod,1.000000,0.235000,0.000000,0.000000,,,741.000000,25200.000000
29,state_isolated,injection,1.000000,0.300000,0.111000,0.111000,0.185000,0.000000,881.000000,26400.000000
29,state_isolated,long_session,1.000000,0.029000,0.000000,0.000000,,,179.000000,12300.000000
29,deterministic_only,normal,1.000000,0.000000,0.000000,,,,80.000000,3800.000000
29,deterministic_only,state_mod,1.000000,0.000000,0.000000,,,,106.000000,3600.000000
29,deterministic_only,injection,1.000000,0.000000,0.000000,,0.185000,0.000000,93.000000,2800.000000
29,deterministic_only,long_session,1.000000,0.000000,0.000000,,,,58.000000,4000.000000
29,prompt_only,normal,0.146000,1.000000,0.000000,,,,3709.000000,178000.000000
29,prompt_only,state_mod,0.118000,1.000000,0.000000,,,,2092.000000,71100.000000
29,prompt_only,injection,0.000000,1.000000,0.000000,,0.111000,0.111000,2498.000000,74900.000000
29,prompt_only,long_session,0.246000,1.000000,0.000000,,,,3789.000000,261400.000000
30,state_isolated,normal,1.000000,0.083000,0.250000,0.250000,,,390.000000,18700.000000
30,state_isolated,state_mod,1.000000,0.235000,0.000000,0.000000,,,741.000000,25200.000000
30,state_isolated,injection,1.000000,0.300000,0.111000,0.111000,0.185000,0.000000,888.000000,26600.000000
30,state_isolated,long_session,1.000000,0.029000,0.000000,0.000000,,,179.000000,12400.000000
30,deterministic_only,normal,1.000000,0.000000,0.000000,,,,79.000000,3800.000000
30,deterministic_only,state_mod,1.000000,0.000000,0.000000,,,,110.000000,3800.000000
30,deterministic_only,injection,1.000000,0.000000,0.000000,,0.185000,0.000000,94.000000,2800.000000
30,deterministic_only,long_session,1.000000,0.000000,0.000000,,,,58.000000,4000.000000
30,prompt_only,normal,0.167000,1.000000,0.000000,,,,3734.000000,179200.000000
30,prompt_only,state_mod,0.088000,1.000000,0.000000,,,,2054.000000,69800.000000
30,prompt_only,injection,0.167000,1.000000,0.000000,,0.296000,0.296000,2054.000000,61600.000000
30,prompt_only,long_session,0.145000,1.000000,0.000000,,,,3531.000000,243600.000000
31,state_isolated,normal,1.000000,0.083000,0.000000,0.000000,,,391.000000,18800.000000
31,state_isolated,state_mod,1.000000,0.235000,0.000000,0.000000,,,740.000000,25200.000000
31,state_isolated,injection,1.000000,0.300000,0.000000,0.000000,0.185000,0.000000,893.000000,26800.000000
31,state_isolated,long_session,1.000000,0.029000,0.500000,0.500000,,,181.000000,12500.000000
31,deterministic_only,normal,1.000000,0.000000,0.000000,,,,79.000000,3800.000000
31,deterministic_only,state_mod,1.000000,0.000000,0.000000,,,,110.000000,3700.000000
31,deterministic_only,injection,1.000000,0.000000,0.000000,,0.185000,0.000000,91.000000,2700.000000
31,deterministic_only,long_session,1.000000,0.000000,0.000000,,,,58.000000,4000.000000
31,prompt_only,normal,0.146000,1.000000,0.000000,,,,3797.000000,182200.000000
31,prompt_only,state_mod,0.088000,1.000000,0.000000,,,,1879.000000,63900.000000
31,prompt_only,injection,0.133000,1.000000,0.000000,,0.296000,0.296000,1894.000000,56800.000000
31,prompt_only,long_session,0.116000,1.000000,0.000000,,,,3559.000000,245600.000000
